food_id,nutrient_id,amount_in_food
9427,204,0.1
9002,204,0.3
9001,204,0.3
14006,204,0
14007,204,0
14005,204,0
14013,204,0
14003,204,0
14004,204,0
14034,204,0.3
14009,204,0
14010,204,0.06
14533,204,0
14037,204,0
14550,204,0
14551,204,0
14532,204,0
14049,204,0
14050,204,0
14051,204,0
14052,204,0
14415,204,15.7
14414,204,0.3
14534,204,0.3
14015,204,7.6
14017,204,1.88
43479,204,0
14019,204,0.1
14027,204,0
14029,204,0.06
14025,204,0.02
43154,204,0
14536,204,0
14057,204,0
43155,204,0
14084,204,0
14096,204,0
14101,204,0
14152,204,0
14098,204,0
14097,204,0
14109,204,0
14105,204,0
14158,204,0
14107,204,0
14602,204,0
14159,204,0
14103,204,0
14099,204,0
14108,204,0
14100,204,0
14102,204,0
14106,204,0
14160,204,0
14116,204,0
14117,204,0
14124,204,0
14135,204,0
14125,204,0
14120,204,0
14140,204,0
14138,204,0
14113,204,0
14132,204,0
14134,204,0
14126,204,0
11001,204,0.69
20002,204,1.58
20001,204,7.02
11700,204,0.18
11004,204,0.18
11003,204,0.33
4609,204,99.5
9400,204,0.13
9517,204,0.17
9016,204,0.13
9018,204,0.1
9411,204,0.1
9410,204,0.37
9017,204,0.37
36000,204,9.08
36023,204,16.24
36005,204,16.15
36019,204,9.79
36021,204,7.09
36022,204,19.61
36001,204,18.9
36018,204,9.14
36002,204,13.17
36003,204,4.34
36004,204,18.37
9008,204,0.43
9007,204,0.49
9010,204,0.12
9009,204,0.58
9013,204,0.07
9012,204,0.07
9011,204,0.32
9015,204,0.33
9014,204,0.32
9504,204,0.18
9503,204,0.12
9501,204,0.15
9502,204,0.19
9500,204,0.2
9003,204,0.17
9004,204,0.13
9005,204,0.36
9006,204,0.42
9402,204,0.18
9020,204,0.17
9401,204,0.1
9019,204,0.1
9403,204,0.09
9036,204,0.09
9029,204,0.04
9025,204,0.1
9027,204,0.08
9028,204,0.09
9357,204,0.11
9024,204,0.04
9026,204,0.05
9022,204,0.16
9023,204,0.03
9031,204,0.24
9030,204,0.62
9034,204,0.15
9033,204,0.18
9032,204,0.51
9035,204,0.1
9021,204,0.39
18522,204,24.4
18524,204,22.55
18527,204,12.05
18528,204,14.99
18529,204,17.11
18532,204,14.43
18533,204,16.53
18535,204,12.06
18537,204,14.08
18538,204,12.08
18539,204,11.83
18540,204,17.55
18541,204,24.28
18544,204,13.26
18562,204,11.14
18547,204,13.26
18513,204,20.92
11701,204,0.1
11006,204,0.1
11005,204,0.29
20003,204,0.1
11697,204,0.2
11702,204,0.34
11008,204,0.34
11703,204,0.5
11010,204,0.5
11009,204,0.43
11007,204,0.15
18566,204,8.7
11959,204,0.66
11015,204,0.65
11707,204,0.18
11013,204,0.18
11012,204,0.22
11705,204,0.22
11709,204,0.42
11019,204,0.42
11018,204,0.23
11011,204,0.12
18984,204,24.9
18987,204,17.5
28258,204,23
18983,204,24.5
18985,204,20.8
18986,204,23.8
18990,204,21.7
28256,204,24.5
18988,204,17.9
28257,204,23.8
18989,204,18
9037,204,14.66
9038,204,15.41
9039,204,10.06
3964,204,5.3
42150,204,1.6
3167,204,0.1
3169,204,0.02
3289,204,0.9
3115,204,0.1
3997,204,0.87
42284,204,9.9
43550,204,0.2
42119,204,0.8
43546,204,0.2
3995,204,0.36
3301,204,0
3290,204,2.5
42316,204,0.3
3181,204,6.6
3681,204,3.26
42285,204,3
3201,204,5
3682,204,3.8
3211,204,6.5
3711,204,3.9
3185,204,4.4
3685,204,3.38
3188,204,0.4
3187,204,0.5
3186,204,4.6
3686,204,3.46
3704,204,3.6
3189,204,6.6
3689,204,4.1
3192,204,0.7
3191,204,0.7
3190,204,6
3690,204,3.46
3193,204,7
3693,204,3.9
43544,204,0.9
3194,204,4.9
3694,204,3.38
3195,204,0.4
3212,204,4.2
3712,204,3.32
3696,204,3.3
3210,204,0.2
3184,204,4.8
3198,204,1.8
3197,204,1.8
3199,204,1.5
3222,204,0.1
3206,204,12.6
3213,204,13.2
3214,204,10
3934,204,0.28
3209,204,19.6
43004,204,0.8
43539,204,0.52
43537,204,0.7
3225,204,0.2
3224,204,0.3
3246,204,0.98
3245,204,2
3221,204,0.16
3220,204,0.4
3236,204,0
3235,204,0
3226,204,0.9
3233,204,0.3
3228,204,0
3227,204,0
3230,204,0
3229,204,0
43536,204,0.18
3238,204,0
3297,204,1.38
3049,204,2.9
3043,204,2.1
3287,204,1.9
3047,204,2.26
3052,204,1.2
3055,204,6.93
3298,204,2.48
43373,204,1.7
43008,204,0.9
3069,204,1.18
3068,204,2.06
3070,204,1.7
3072,204,3.7
3090,204,2
3089,204,2.11
3045,204,1.1
3044,204,1.47
43432,204,1.9
3279,204,0
3278,204,0.1
3077,204,2.1
3304,204,2
3050,204,1.37
3051,204,1
3303,204,2.17
3083,204,0.92
3082,204,1.24
3296,204,1.6
3059,204,2.95
3054,204,3.6
3053,204,3.6
3274,204,1.12
3042,204,0.8
3041,204,0.9
3062,204,1.89
3061,204,2.14
3067,204,1.7
3066,204,2
3081,204,1.5
3079,204,1.2
3085,204,1.74
3084,204,0.9
3073,204,1.73
3076,204,2.2
3075,204,2.5
3154,204,0.22
3140,204,0.2
43585,204,0.2
3165,204,0.2
3164,204,0.2
3153,204,0.2
3152,204,0.2
3143,204,0.2
3142,204,0.2
3145,204,0
3144,204,0
3151,204,0.1
3150,204,0.1
3147,204,0.1
3117,204,0
3116,204,0.2
3128,204,0
3118,204,0
3994,204,0.37
3156,204,0.1
3157,204,0
3163,204,0.22
3280,204,0.2
3129,204,0.1
3160,204,0.1
3162,204,0.1
3131,204,0.33
3130,204,0.33
3159,204,0.2
3158,204,0.1
